SchoolName,SchoolYear,School List,Type of School,Application Deadline,Application Fee,Fin Aid Deadline,Term,Months students begin,Months degrees conferred,# of Credit Hours for JD,SchoolType,AppDeadline,AppFee,FinancialAidDeadline,BeginningMonth,ConfersMonth,RequiredCreditHours
Duquesne University,2024,,,,,,Semesters,,,,Private,April 1,0,May 31,August,May,87
Elon University,2024,,,,,,Trimesters,,,,Private,July 15,0.00,July 15,August,December,86
Emory University,2024,,,,,,Semesters,,,,Private,March 15,85,February 28,August,"May, August, December",90
Faulkner University,2024,,,,,,Semesters,,,,Private,7/15/2024,0,7/15/2024,August,"May, July/August, December",90
Florida A&M University,2024,,,,,,Semesters,,,,Public,April 30,$0,March 1,August,"May, December, August",90
Florida International University,2024,,,,,,Semesters,,,,Public,June 30,$20,March 15,August,"December, May",90
Florida State University,2024,,,,,,Semesters,,,,Public,"3/15, 7/31",$30,3/1,August / January,May / September / January,88
"Florida, University of",2024,,,,,,Semesters,,,,Public,Rolling,30,Rolling,August,"August, December, May",88
Fordham University,2024,,,,,,Semesters,,,,Private,"March 15, 2025",$75.,"April 15, 2025",August,"February, May, September",83
George Mason University,2024,,,,,,Semesters,,,,Public,Priority:  March 1 / Regular:  April 30,0,Priority:  July 15,August,"May, July, December",89
"George Washington University, The",2024,,,,,,Semesters,,,,Private,March 1,0,March 1,"August, January","September, January, May",84
Georgetown University,2024,,,,,,Semesters,,,,Private,"March 3, 2025",$85.00,"March 31, 2025",August,"June, October, and February",85
Georgia State University,2024,,,,,,Semesters,,,,Public,June 1,$50.00,April 1,August,"January, June, August",90
"Georgia, University of",2024,,,,,,Semesters,,,,Public,June 1,$50,July 1,August,"January, June, August",89
Gonzaga University,2024,,,,,,Semesters,,,,Private,"April 15, 2025",0,"February 1, 2025","May, August","January, June, August",90 and 85
Harvard University,2024,,,,,,Semesters,,,,Private,February 15,$85,April 15,"August, September","February, March, May, November",88
"Hawaii, University of",2024,,,,,,Semesters,,,,Public,Priority Date:  February 5;  Final Deadline: May 1,$75.00,Priority Deadline:  February 1; Final Deadline:  April 15,August,"August, December, May",89
Hofstra University,2024,,,,,,Semesters,,,,Private,April 15,$0,April 15,January and August,"May, August and December",87
"Houston, University of",2024,,,,,,Semesters,,,,Public,FT March 15; PT May 15,0,January 15,"January, June, August","May, August, December",90
Howard University,2024,,,,,,Semesters,,,,Private,"March 15, 2025",$60,Scholarships- December 15,August,"December, May, July","88 (JD only), 71 (JD and MBA)"
"Idaho, University of",2024,,,,,,Semesters,,,,Public,March 15th,$50,January 1,August,"December, May, August",90
"Illinois, University of",2024,,,,,,Semesters,,,,Public,March 15,0,March 15,August,May and December,90
"Illinois-Chicago, University of",2024,,,,,,Semesters,,,,Public,Applications are accepted on a rolling basis,,April 5 and November 16,August and January,"December, May, and August",90
Indiana University-Bloomington,2024,,,,,,Semesters,,,,Public,June 1; May 1 for international students,$0,April 15,August,All Months,88
Indiana University-Indianapolis,2024,,,,,,Semesters,,,,Public,May 15,$0,April 1,August,"May, August, and December",90
Inter American University of Puerto Rico,2024,,,,,,Semesters,,,,Private,MARCH AND NOVEMBER,$60.00,JUNE 30,AUGUST AND JANUARY,DECEMBER AND JUNE,92
"Iowa, University of",2024,,,,,,Semesters,,,,Public,May 1,0,May 1,August ,"May, August & December",88
Jacksonville University,2024,,,,,,Semesters,,,,Private,Priority Deadline: May 1; Final Deadline: July 15,$0,FAFSA Deadline June 20,August,"May, December",90
"Kansas, The University of",2024,,,,,,Semesters,,,,Public,"March 1, 2025",$55,"February 15, 2025",August ,"May, August, January",90
"Kentucky, University of",2024,,,,,,Semesters,,,,Public,April 15,$50,February 1,August,"May, August, December",90
Lewis & Clark Law School,2024,,,,,,Semesters,,,,Private,March 15,$0,February 15,August,"January, May",90
Liberty University,2024,,,,,,Semesters,,,,Private,August 1st,Waived,,August,May,90
Lincoln Memorial University,2024,,,,,,Semesters,,,,Private,"July 1, 2025",$0,June 1,August,December and May,90
Louisiana State University,2024,,,,,,Semesters,,,,Public,June 1,$0,May 1,August,"May, August, December",94
"Louisville, University of",2024,,,,,,Semesters,,,,Public,April 1,0,June 30,August,"May, August, December",90
Loyola Marymount University-Los Angeles,2024,,,,,,Semesters,,,,Private,February 1 and April 15,$75,March 15,August,"January, May, July, December",87
Loyola University-Chicago,2024,,,,,,Semesters,,,,Private,May 1,0,March 1,August,"January, May, and August",86
Loyola University-New Orleans,2024,,,,,,Semesters,,,,Private,07/15/2025,-,,August,"December, May, August",90
"Maine, University of",2024,,,,,,Semesters,,,,Public,July 15,0,February 1 for priority,August,"December, May, July",90
Marquette University,2024,,,,,,Semesters,,,,Private,"April 1, 2025",$50,Feb. 1,August,Every month ,90
"Maryland, University of",2024,,,,,,Semesters,,,,Public,April 1,$70,March 1,August,"May, August, and December",85
"Massachusetts/Dartmouth, University of",2024,,,,,,Semesters,,,,Public,6/30/2025,50,6/30/2025,August,"January, May, August",90
"Memphis, The University of",2024,,,,,,Semesters,,,,Public,April 1,0,May 1,August,May August December,90
Mercer University,2024,,,,,,Semesters,,,,Private,6/1/25,0,5/1/25,August,May,89
"Miami, University of",2024,,,,,,Semesters,,,,Private,July 15,60,April 15,"August, January, May ","December, May, July",88
Michigan State University,2024,,,,,,Semesters,,,,Public,"August 1, 2025",$60,"April 1, 2025","August, January",May,88
"Michigan, University of",2024,,,,,,Semesters,,,,Public,February 28,$75,,August,May and December,83
"Minnesota, University of",2024,,,,,,Semesters,,,,Public,06/01/2025,$60,07/15/2025,September,"December, May, and July",88
Mississippi College,2024,,,,,,Semesters,,,,Private,7/01/2025,0,08/01/2025,"June, July, August","August, December & May",90
"Mississippi, The University of",2024,,,,,,Semesters,,,,Public,April 1st,40,March 1st,"August, January, May","December, May, August",90
"Missouri, University of",2024,,,,,,Semesters,,,,Public,March 15,$60,March 1 priority processing deadline,August,"May, July, and December",89
"Missouri-Kansas City, University of",2024,,,,,,Semesters,,,,Public,"March 1, April 1","$60 domestic, $75 for international",February 1,"August, May","May, August, December ",91
Mitchell/Hamline School of Law,2024,,,,,,Semesters,,,,Private,July 15,$0,August 1,August,January and May,86
"Montana, University of",2024,,,,,,Semesters,,,,Public,July 15,$75,February 15,August,"December, May, August",90
"Nebraska, University of",2024,,,,,,Semesters,,,,Public,March 1,$50,June 1,August,"August, December, May",93
"Nevada-Las Vegas, University of",2024,,,,,,Semesters,,,,Public,March 15,$50,March 15,August,"May, August, December",89
New England Law/Boston,2024,,,,,,Semesters,,,,Private,May 1,0,March 15,August,May,86
"New Hampshire, University of",2024,,,,,,Semesters,,,,Public,Priority 3/15/2024; Final Deadline 7/15/2024,0,"March 1, 2024",August,"May, September & December",85
"New Mexico, The University of",2024,,,,,,Semesters,,,,Public,March 1,50.00,March 1,August,May/December,86
New York Law School,2024,,,,,,Semesters,,,,Private,July 1,0,July 1,August,"February, June, and September",86
New York University,2024,,,,,,Semesters,,,,Private,February 15,$85,4/15,August,"September, January, May",83
North Carolina Central University,2024,,,,,,Semesters,,,,Public,October 1 (opening) April 30 (closing),$50,October 1 (opening) - June 1 (closing),August,May and December,88
"North Carolina, University of",2024,,,,,,Semesters,,,,Public,May 1,$75,March 1,August,"May, August, December",86
"North Dakota, University of",2024,,,,,,Semesters,,,,Public,July 15,"$35 (waived until January 1, 2025)","February 1, 2025; March 1, 2025",August,"May, August, December",90
"North Texas at Dallas, University of",2024,,,,,,Semesters,,,,Public,"March 15, 2025",No application fee,"March 15, 2025",August,"May, August, January",90
Northeastern University,2024,,,,,,Semesters,,,,Private,03/01/2025,0,2/15/2025,August,"May, August and December",83
Northern Illinois University,2024,,,,,,Semesters,,,,Public,April 1,,July 1,August,"May, August, December",90
Northern Kentucky University,2024,,,,,,Semesters,,,,Public,No deadline,40.00,No deadline,May/August,May/August/December,90
Northwestern University,2024,,,,,,Semesters,,,,Private,2/15,$75,3/1,August,January and June,85
"Notre Dame, University of",2024,,,,,,Semesters,,,,Private,March 15,$75,February 28,August,"May, August, January",90
Nova Southeastern University,2024,,,,,,Semesters,,,,Private,July 1,0,Priority - March 15,August,January and June ,90
Ohio Northern University,2024,,,,,,Semesters,,,,Private,September 15th through August 1st,0,May 1st ,June ,May,90
Oklahoma City University,2024,,,,,,Semesters,,,,Private,July 15,$50.00,03/01/2025,May and August,"May, July, and December",90
"Oklahoma, University of",2024,,,,,,Semesters,,,,Public,March 15,$50,June 1,"August, June","December, May, August",90
"Oregon, University of",2024,,,,,,Semesters,,,,Public,"March 1, 2025",0,"March 1, 2025",August,"May, July, August, & December",85
Pace University,2024,,,,,,Semesters,,,,Private,December 1 and June 1,70,November 15,August and January,"January, May, and September",88
"Pacific, University of the",2024,,,,,,Semesters,,,,Private,"2/1/2025 priority deadline, 6/1/2025 deadline",0,3/3/2025,August,"January, May, June, July, August, & December",88
Penn State Dickinson Law,2024,,,,,,Semesters,,,,Public,"June 30, 2025",0,"Priority: 03-01-2025, accepted through 06-30-2025",August,"August, December, May",88
Penn State University,2024,,,,,,Semesters,,,,Public,3/31/2025,$60,3/1/2025; 4/15/2025,August,"December, May, and August",88
"Pennsylvania, University of",2024,,,,,,Semesters,,,,Private,March 1,$80,March 1,September,"May, August, December",86
Pepperdine University,2024,,,,,,Semesters,,,,Private,04/01/2025,0,06/01/2025,"May, August","December, May, August",88
"Pittsburgh, University of",2024,,,,,,Semesters,,,,Public,May 1,$65,February 1 and April 15,August,"December, May, August",88
Pontifical Catholic University of Puerto Rico,2024,,,,,,Semesters,,,,Private,June 30 and November 30,$75.00,Second Thursday of September and February,August and January ,"May, July and December",94
"Puerto Rico, University of",2024,,,,,,Semesters,,,,Public,March 31,$30.00,June 28,August,June,92
Quinnipiac University,2024,,,,,,Semesters,,,,Private,"August 1, 2025",$0,March 1 (priority),August,"May, July, & December",86
Regent University,2024,,,,,,Semesters,,,,Private,July 31,$65,July 31,August,"May, July, August, December",90
"Richmond, University of",2024,,,,,,Semesters,,,,Private,March 1,0,July 1,August,"January, May, August",87
Roger Williams University,2024,,,,,,Semesters,,,,Private,April 1,$60.00,March 15,August ,"May, August, December",90
Rutgers University,2024,,,,,,Semesters,,,,Public,July 1,0,,"June (Summer Jumpstart, Camden only), August","January, May & October",84
Saint Louis University,2024,,,,,,Semesters,,,,Private,Rolling,0,02/01/2025,August,"May, August, December",91
Samford University,2024,,,,,,Semesters,,,,Private,May 1,$0,March 1,August,"May, August, and December",90
"San Diego, University of",2024,,,,,,Semesters,,,,Private,"December 1, February 1 and June 1",0,March 1,August,"May, August, December",88
"San Francisco, University of",2024,,,,,,Semesters,,,,Private,"April 15, 2025",$60,"March 1, 2025",August,"December, May, July",87
Santa Clara University,2024,,,,,,Semesters,,,,Private,"Priority Deadline: Feb 15, 2025; Accepting April LSAT scores",0,"March 1, 2025",August,"May, July, December",86
Seattle University,2024,,,,,,Semesters,,,,Private,,$65,,"June, August","August, December, May",90
Seton Hall University,2024,,,,,,Semesters,,,,Private,April 1st,65,April 4th,August,"August, January, May ",88
"South Carolina, University of",2024,,,,,,Semesters,,,,Public,"Priority deadline: March 1, 2025. Applications accepted through July 1, 2025",$60.00,"March 1, 2025",August,"May, August,and December",90
"South Dakota, University of",2024,,,,,,Semesters,,,,Public,July 1,$35,July 1,August,"May, August, December",90
South Texas College of Law Houston,2024,,,,,,Semesters,,,,Private,05/10/2025 and 11/25/2024,55,05/01/2025,August and January,"May, July, and December",90
"Southern California, University of",2024,,,,,,Semesters,,,,Private,2/1 Priority. 4/1 Final.,$75,March 1,August,May,88
Southern Illinois University,2024,,,,,,Semesters,,,,Public,"July 1, 2025",0,"June 30, 2026",August,"May, August, December",90
Southern Methodist University,2024,,,,,,Semesters,,,,Private,April 1,0,October 1 and April 15,"August only 1Ls; August, January, or May for transfer students","May, August, and December",87
Southern University,2024,,,,,,Semesters,,,,Public,May 1,$75,April 15,August,"May, July, December",The credit hours vary from 90 - 103 hours.
Southwestern Law School,2024,,,,,,Other (specify),,,,Private,April 1,$60,$60,June and August,"January, May, July, and December",87
St. John's University,2024,,,,,,Semesters,,,,Private,Priority Deadline - March 15,$0,Priority Deadline - March 1,August ,"September, January, June",89
St. Mary's University,2024,,,,,,Semesters,,,,Private,Rolling admissions,$0,March 1,August,"August, December and May",90
St. Thomas University (Miami),2024,,,,,,Semesters,,,,Private,July 1,$40,June 1,"August, January","May, July, December",90
"St. Thomas, (Minneapolis) University of",2024,,,,,,Semesters,,,,Private,8/01/2025,0,07/01/2025,August,"December, May and August",88
Stanford University,2024,,,,,,Quarters,,,,Private,"February 14, 2025",$85,"March 15, 2025",September,"January, March, June, September",111
Stetson University,2024,,,,,,Semesters,,,,Private,May 15,$55.00,August 1,August,"December, May, August",88
Suffolk University,2024,,,,,,Semesters,,,,Private,"4/1/2025, 4/1/2026",60,03/01/2025,May or August,"January, May, and September",84
Syracuse University,2024,,,,,,Semesters,,,,Private,"August 1, 2024",$75,"February 1, 2024",August,"May, August, December",87
Temple University,2024,,,,,,Semesters,,,,Public,"March 1, 2025",$65,"March 1, 2025",August,"January, May, July",88
"Tennessee, University of",2024,,,,,,Semesters,,,,Public,"August 8, 2025",$0,"August 8, 2025",August,December and May,89
Texas A&M University,2024,,,,,,Semesters,,,,Public,"JD: May 31, JD Transfer: July 31",0,March 1 (Preferred Deadline),August,"May, August, December",90
Texas Southern University,2024,,,,,,Semesters,,,,Public,,$55,March 5th,August and January,January and June,90
Texas Tech University,2024,,,,,,Semesters,,,,Public,"May 1, 2025",0,"May 1, 2025",August,"December, May, July",90
"Texas, University of",2024,,,,,,Semesters,,,,Public,Early Decision: November 1; Regular Decision: March 1,$70,January 15,August,"May, August, December",86
The Ohio State University,2024,,,,,,Semesters,,,,Public,7/1,$60,3/31,August,June,88
"Toledo, The University of",2024,,,,,,Semesters,,,,Public,08/01/2025,0,08/01/2025,August ,"May, August & December",89
Touro University,2024,,,,,,Semesters,,,,Private,"December 31st, July 31st",0,January 2 and August 1,January; August,"January, June, September",88
Tulane University,2024,,,,,,Semesters,,,,Private,No Formal Deadline,$60,March 1,August,"January, May, July",88
"Tulsa, The University of",2024,,,,,,Semesters,,,,Private,Fall - July 31; Summer - April 22; Spring - Dec. 1,$40.00,July 1,"July, August, January","December, May, August",88
"Utah, The University of",2024,,,,,,Semesters,,,,Public,March 10,60,April 1,August,"May, August, December",88
Vanderbilt University,2024,,,,,,Semesters,,,,Private,April 1,$70,February 1,August,"August, December, and May",85
Vermont Law School,2024,,,,,,Semesters,,,,Private,4/15/24 (Fall),$60.00,"August 15, 2024",August,"May, October, January",87
Villanova University,2024,,,,,,Semesters,,,,Private,June 15,0,June 1,August,"May, September, December",90
"Virginia, University of",2024,,,,,,Semesters,,,,Public,03/01/2025,85,02/07/2025 ,August,"May, August, December",86
Wake Forest University,2024,,,,,,Semesters,,,,Private,"March 1, 2025",$75.00,"March 1, 2025",August,"May, August, December",90 credits for students who matriculated before September 2023 and 87 credits who matriculated after September of 2023.
Washburn University,2024,,,,,,Semesters,,,,Public,"August 1, December 1",0.00,"August 1, December 1","August, January","May, July, August, December",90
Washington and Lee University,2024,,,,,,Semesters,,,,Private,March 1,,April 1 for returning students,August,"October, December, and May",85
Washington University (St. Louis),2024,,,,,,Semesters,,,,Private,Rolling,$0.00,June 1,August,"May, Aug, Dec",86
"Washington, University of",2024,,,,,,Quarters,,,,Public,03/15,$60,01/15/2025,September,"March, June, August, December",135
Wayne State University,2024,,,,,,Semesters,,,,Public,August 1,0,March 15,August,"May, August, December",86
West Virginia University,2024,,,,,,Semesters,,,,Public,July 31,50,March 1,August,"May, August, December",91
Western New England University,2024,,,,,,Semesters,,,,Private,July 31,0,June 1,August,"May, August & December",88
"Western State, Westcliff University",2024,,,,,,Semesters,,,,Private,"December 1 (Spring), July 1 (Fall)",60,"October 15, April 1",August and January,"May, August, December",87
Widener University Commonwealth Law School,2024,,,,,,Semesters,,,,Private,July 1,$60,,August,"May, August, December",90
Widener University Delaware Law School,2024,,,,,,Semesters,,,,Private,May 15,"$60, waived until February 1st; $60 thereafter","April 2, 2025",August,"May, August, December",90
Willamette University,2024,,,,,,Semesters,,,,Private,August 15,$0 (No Application Fee),March 1st,August,"January, May, August",90
William & Mary,2024,,,,,,Semesters,,,,Public,April 1,$85,February 15,August,"January, May, September",86
"Wisconsin, University of",2024,,,,,,Semesters,,,,Public,"November 29, 2024 - Early Decision; April 1, 2025 - Regular Decision; July 1, 2025 Transfer",$60,"April 15, 2025",September,"December, May, August",90
"Wyoming, University of",2024,,,,,,Semesters,,,,Public,,$50,,August,"June, August, January",90
Yale University,2024,,,,,,Semesters,,,,Private,2/15/2025,$85,3/15/2025,August,"May, June, September, December, February, April",83
"Akron, The University of",2025,,,,,,Semesters,,,,Public,03/31/2026 and 11/30/2026,0,03/31/2026 and 11/30/2026,"August, January and May",January and May,88
"Alabama, The University of",2025,,,,,,Semesters,,,,Public,,$40,,August,"May, August, December",90
Albany Law School,2025,,,,,,Semesters,,,,Private,December 1 and June 30,0,,August and January,"May, July and December",87
American University,2025,,,,,,Semesters,,,,Private,3/1,70,3/1,August,"May, August, December",86
Appalachian School of Law,2025,,,,,,Semesters,,,,Private,July 31 and December 31,0,July 31 and December 31,January or August,"May, August, and December",92
Arizona State University,2025,,,,,,Semesters,,,,Public,3/1,0,3/15/26,"August, January","May, December, August",88
"Arizona, The University of",2025,,,,,,Semesters,,,,Public,"June 30, 2026",$40,"March 1, 2026",August and January,"May, August, and December",88
"Arkansas at Little Rock, University of",2025,,,,,,Semesters,,,,Public,April 1,0,April 1,August,"May, August, December",90
"Arkansas, University of",2025,,,,,,Semesters,,,,Public,"April 1, 2026",0,"June 2, 2026",August,December and May,90
Atlanta's John Marshall Law School,2025,,,,,,Semesters,,,,Private,"July 20, 2026",0,"July 1, 2026",August,May and December,88
Ave Maria School of Law,2025,,,,,,Semesters,,,,Private,Spring - December 1; Summer - April 15; Fall - July 15,none,April 1,"August, January, May","January, May, August, December",90
"Baltimore, University of",2025,,,,,,Semesters,,,,Public,08/01/2025,$60,04/01/2025,August,"January, May, September",87
Barry University,2025,,,,,,Semesters,,,,Private,5/1/26,0,5/15/26,"August, January","May, August, December",90
Baylor University,2025,,,,,,Quarters,,,,Private,12/01/2025; 03/15/2026,0,03/01/2026,"August, February, May","November, February, April or May, July or August",126 quarter hours
Belmont University,2025,,,,,,Semesters,,,,Private,"May 1, 2026",55,"August 1, 2026",August,May,90
Boston College,2025,,,,,,Semesters,,,,Private,March 31,$85.00,March 31,August,"May, August, December",85
Boston University,2025,,,,,,Semesters,,,,Private,"April 1, 2026",$85,"March 1, 2026",September,"August, January, May",85
Brigham Young University,2025,,,,,,Semesters,,,,Private,May 1,$0,May 1,August,"April, June, August, December",90
Brooklyn Law School,2025,,,,,,Semesters,,,,Private,Applications received by February 1 will receive priority review. ,,June 30,August,"August, December and May",85
"Buffalo, University at",2025,,,,,,Semesters,,,,Public,3/1/2026,$85,3/1/2026,"August, February","September, February, June",90
California Western School of Law,2025,,,,,,Semesters,,,,Private,7/31/26,0,3/3/26,August,"May, August, December",90
"California-Berkeley, University of",2025,,,,,,Semesters,,,,Public,"November 14, 2025 (binding early decision) and February 17, 2026 (regular decision)",$75,"March 15, 2026 ",August,"May, December",85
"California-Davis, University of",2025,,,,,,Semesters,,,,Public,3/15 (priority deadline) 6/1 (final deadline),0,3/2,August,December and May,88
"California-Irvine, University of",2025,,,,,,Semesters,,,,Public,03/31/2026,0,03/02/2026,"August, January","May, December",86
"California-Los Angeles, University of",2025,,,,,,Semesters,,,,Public,"January 30, 2026",$75,"March 2, 2026",August,"December, May",87
"California-San Francisco, University of",2025,,,,,,Semesters,,,,Public,4/15,0,4/15,August,"May, December, August",86
Campbell University,2025,,,,,,Semesters,,,,Private,May 1,0,May 1,August,"May, August, and December",90
Capital University Law School,2025,,,,,,Semesters,,,,Private,July 6,$0.00,June 30,August,"January, May, September",89
"Cardozo, Yeshiva University",2025,,,,,,Semesters,,,,Private,December 1 (Early Decision - May & Fall); March 15th (May); and April 1st (Fall),0,April 1st,"May, August and January ","September, January, and May",84
Case Western Reserve University,2025,,,,,,Semesters,,,,Private,"March 1, April 1, and November 30",$40,May 1 and December 1,"January, June, August","January, May, August",88
"Catholic University of America, The",2025,,,,,,Semesters,,,,Private,"June 30, 2026",$0,"May 1, 2026; July 1, 2026; September 1, 2026",August,"August, January and May",87
Chapman University,2025,,,,,,Semesters,,,,Private,Priority Deadline April 15th; Final Deadline July 15th ,$0 ,March 2nd ,August,"January, May, September",88
Charleston School of Law,2025,,,,,,Semesters,,,,Private,March 1,0,July 1,August,"December, May, and August",90
"Chicago, The University of",2025,,,,,,Quarters,,,,Private,"December 1, 2025 and March 1, 2026",$90.00,"March 2, 2026",September,"March, June, August, December",105
"Chicago-Kent, Illinois Institute of Technology",2025,,,,,,Semesters,,,,Private,March 15,0,April 1,"May, August","May, January, August",87
"Cincinnati, University of",2025,,,,,,Semesters,,,,Public,March 15th,$35,3/15/26,August,"May, August, December",90
"City University of New York, University of",2025,,,,,,Semesters,,,,Public,May 1,60.00,July 15,August,"May, August, January",86
Cleveland State University,2025,,,,,,Semesters,,,,Public,"June 1, 2026",0,none,August,"December, May",90
"Colorado, University of",2025,,,,,,Semesters,,,,Public,"April 1, 2026",$65.00,No deadlines,August,"May, December, August",89
Columbia University,2025,,,,,,Semesters,,,,Private,11/15/2025,$85,03/01/2026,August / September,October / May,84
"Connecticut, University of",2025,,,,,,Semesters,,,,Public,April 30,$60,February 15,August,"January, May, July",86
Cooley Law School,2025,,,,,,Semesters,,,,Private,"5/1, 9/1",0,"1/1, 5/1, 9/1","September, January","September, January",90
Cornell University,2025,,,,,,Semesters,,,,Private,"January 1, March 1, July 1",80.00,March 15,August,"May, August, December",84
Creighton University,2025,,,,,,Semesters,,,,Private,"November 1st (early decision, non-binding); March 31 (priority scholarship consideration); May 1 (final deadline)",$50,February 1 (priority deadline to avoid delays),May and August,"May, August, and December",90
"Dayton, University of",2025,,,,,,Semesters,,,,Private,May 1 priority,$0,May 1 preferred,August,"January, May & August",90
"Denver, University of",2025,,,,,,Semesters,,,,Private,6/1/2026,$65,6/1/2026,August,"May, August, December",90
DePaul University,2025,,,,,,Semesters,,,,Private,4/1/26,$0,,August,"May, August, December",86
"Detroit Mercy, University of",2025,,,,,,Semesters,,,,Private,Aug 1,0,,August,"December, May, July",90
"District of Columbia, University of",2025,,,,,,Semesters,,,,Public,June 1 (1L); June 30 (transfers and visitors),$40 (1L); $50 (transfers and visitors),March 15,August or May,"May, October, and January",86
Drake University,2025,,,,,,Semesters,,,,Private,April 1,0,April 1,August,Dec/May/Aug,90
Drexel University,2025,,,,,,Semesters,,,,Private,Rolling,$0,March 1,May and August,"May, September, and December",85
Duke University,2025,,,,,,Semesters,,,,Private,2/15,85,3/15,August,May,85
Duquesne University,2025,,,,,,Semesters,,,,Private,April 1,0,May 31,August,May and January,87
Elon University,2025,,,,,,Trimesters,,,,Private,July 15,0.00,July 15,August,December,86
Emory University,2025,,,,,,Semesters,,,,Private,March 15,85,February 28,August,"May, August, December",90
Faulkner University,2025,,,,,,Semesters,,,,Private,7/15/2026,0,7/15/2026,August,"May, July/August, December",90
Florida A&M University,2025,,,,,,Semesters,,,,Public,April 30th,30,March 1st,August,"December, May, August",90
Florida International University,2025,,,,,,Semesters,,,,Public,June 30,$20,February 15,August,"December, May",90
Florida State University,2025,,,,,,Semesters,,,,Public,"3/15, 7/31",$30,3/1,August / January,May / September / January,88
"Florida, University of",2025,,,,,,Semesters,,,,Public,"2/15 (Binding Decision), 7/15 (Regular Decision)",$30 ,Rolling,August,"May, August, December",88
Fordham University,2025,,,,,,Semesters,,,,Private,"March 15, 2026",$75,"April 15, 2026",August,"February, May, September",83
George Mason University,2025,,,,,,Semesters,,,,Public,Priority:  March 1 / Regular:  April 30,0,Priority:  July 15,August,"May, July, December",89
"George Washington University, The",2025,,,,,,Semesters,,,,Private,March 1,0,June 30,"August, January","September, January, May ",84
Georgetown University,2025,,,,,,Semesters,,,,Private,"March 2, 2026",$85,"March 31, 2026",August,"June, October and February",85
Georgia State University,2025,,,,,,Semesters,,,,Public,June 1,$50.00,April 1,August,"January, June, August",90
"Georgia, University of",2025,,,,,,Semesters,,,,Public,June 1,50,July 1,August,"June, August, January",89
Gonzaga University,2025,,,,,,Semesters,,,,Private,"April 15, 2026",0,"February 1, 2026","May, August","January, June, August",90 & 85
Harvard University,2025,,,,,,Semesters,,,,Private,February 15,$90,April 15,August,"February, March, May, November",88
"Hawaii, University of",2025,,,,,,Semesters,,,,Public,Priority Date: January 28; Final Deadline: May 1,$75,Priority Deadline: February 1; Final Deadline: April 15,August,"August, December, May",89
Hofstra University,2025,,,,,,Semesters,,,,Private,April 15,0,April 15,August; January,May; August; December,87
"Houston, University of",2025,,,,,,Semesters,,,,Public,FT March 15; PT May 15,0,January 15,"January, June, August","May, August, December",90
Howard University,2025,,,,,,Semesters,,,,Private,"March 1, 2026",$60,No deadline,August,"December, May and July",88 (JD only); 71 (JD and MBA)
"Idaho, University of",2025,,,,,,Semesters,,,,Public,March 15th,$50,January 1,August,"December, May, August",90
"Illinois, University of",2025,,,,,,Semesters,,,,Public,March 15,$0,March 15,August,"December, May",90
"Illinois-Chicago, University of",2025,,,,,,Semesters,,,,Public,Applications are accepted on a rolling basis,,April 5 and November 16,August,"December, May, and August",90
Indiana University-Bloomington,2025,,,,,,Semesters,,,,Public,June 1; May 1 for international applicants,$0,April 15th,August,All months,88
Indiana University-Indianapolis,2025,,,,,,Semesters,,,,Public,May 15,$0,April 1,August,"May, August, and December",90
Inter American University of Puerto Rico,2025,,,,,,Semesters,,,,Private,June and November,$63.00,June 30th,August and January,"August, December, January, June and July",92
"Iowa, University of",2025,,,,,,Semesters,,,,Public,May 1,0,May 1,August,"May, August & December",88
Jacksonville University,2025,,,,,,Semesters,,,,Private,Final Deadline: July 1,0,FAFSA Deadline: June 20 ,August,May,90
"Kansas, The University of",2025,,,,,,Semesters,,,,Public,"February 20, 2026",$55,"February 20, 2026",August,"January, May, August",90
"Kentucky, University of",2025,,,,,,Semesters,,,,Public,April 15,$50,February 1,August,"May, August, December",90
Lewis & Clark Law School,2025,,,,,,Semesters,,,,Private,March 15,$0,February 15,August,"January, May",90
Liberty University,2025,,,,,,Semesters,,,,Private,August 1st,Waived,,August,May,90
Lincoln Memorial University,2025,,,,,,Semesters,,,,Private,"July 1, 2026",$0,June 1,August,December and May,90
Louisiana State University,2025,,,,,,Semesters,,,,Public,"June 1, 2026",$0,"May 1, 2026",August,"December, May, August",94
"Louisville, University of",2025,,,,,,Semesters,,,,Public,March 15,0,June 30,August,"May, August, December",90
Loyola Marymount University-Los Angeles,2025,,,,,,Semesters,,,,Private,February 1 and April 15,$75,March 15,August,"January, May, July, December",87
Loyola University-Chicago,2025,,,,,,Semesters,,,,Private,May 1,0,March 1,August,"January, May, and August",86
Loyola University-New Orleans,2025,,,,,,Semesters,,,,Private,07/15/2025,0,,August,"December, May, August",90
"Maine, University of",2025,,,,,,Semesters,,,,Public,July 15,0,February 15 for priority,August,"December, May, August",90
Marquette University,2025,,,,,,Semesters,,,,Private,"April 1, 2026",$50,Feb 1 ,August,Every Month ,90
"Maryland, University of",2025,,,,,,Semesters,,,,Public,July 31,$70,March 1,August,"May, August, and December",85
"Massachusetts/Dartmouth, University of",2025,,,,,,Semesters,,,,Public,6/30/2026,50,6/30/2026,August,"January, May, August",90
"Memphis, The University of",2025,,,,,,Semesters,,,,Public,April 1,0,May 1,August,May August December,90
Mercer University,2025,,,,,,Semesters,,,,Private,6/1/26,0,5/1/26,August,May,89
"Miami, University of",2025,,,,,,Semesters,,,,Private,July 15,60,April 15,August,"December, May, July",88
